,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG
16:57:08.173,240596.0,0.25,0.1,1000.0,30.0,3.5,6200.0,1000.0,32000.0,2020.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:57:12.208,166934.0,0.25,0.1,1000.0,30.0,4.5,10500.0,1000.0,17057.0,400.0,0.0,600.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:57:16.239,175594.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,3105.0,0.0,0.0,650.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:57:20.260,175138.0,0.25,0.1,1000.0,30.0,4.0,18000.0,1000.0,20687.0,3000.0,0.0,1350.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:57:24.291,231397.0,0.25,0.1,1000.0,30.0,2.8,500.0,1000.0,0.0,180.0,0.0,1450.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:57:28.320,253131.0,0.25,0.1,1000.0,30.0,3.9,16300.0,1000.0,29075.0,2670.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:57:32.335,66877.0,0.25,0.1,1000.0,30.0,1.7,10700.0,1000.0,4159.0,1080.0,0.0,1000.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:57:36.351,200.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,15208.0,1440.0,0.0,950.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:57:40.373,141521.0,0.25,0.1,1000.0,30.0,5.1,3000.0,1000.0,9166.0,1790.0,0.0,1150.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:57:44.390,108253.0,0.25,0.1,1000.0,30.0,1.9,18000.0,1000.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:57:48.418,300000.0,0.25,0.1,1000.0,30.0,1.7,4900.0,1000.0,27746.0,1810.0,0.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:57:52.432,64868.0,0.25,0.1,1000.0,30.0,0.2,6300.0,1000.0,2109.0,2710.0,0.0,2000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:57:56.447,200.0,0.25,0.1,1000.0,30.0,1.6,11100.0,1000.0,7741.0,2690.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:00.461,200.0,0.25,0.1,1000.0,30.0,4.5,10500.0,1000.0,25634.0,1320.0,0.0,1950.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:04.494,107341.0,0.25,0.1,1000.0,30.0,4.1,11000.0,1000.0,28636.0,2870.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:08.021,187649.0,0.25,0.1,1000.0,30.0,5.1,10300.0,1000.0,22193.0,1230.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:12.053,192407.0,0.25,0.1,1000.0,30.0,0.9,6900.0,1000.0,8829.0,0.0,0.0,2000.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:16.069,200.0,0.25,0.1,1000.0,30.0,1.1,500.0,1000.0,30113.0,2460.0,0.0,300.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:20.101,266391.0,0.25,0.1,1000.0,30.0,0.0,11600.0,1000.0,32000.0,700.0,0.0,2000.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:24.122,134240.0,0.25,0.1,1000.0,30.0,0.2,5900.0,1000.0,32000.0,2160.0,0.0,2000.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:28.138,200.0,0.25,0.1,1000.0,30.0,5.1,9000.0,1000.0,32000.0,270.0,0.0,2000.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:32.170,246687.0,0.25,0.1,1000.0,30.0,2.8,2100.0,1000.0,2948.0,2280.0,0.0,650.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:36.216,261168.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,23440.0,3000.0,0.0,2000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:40.230,57731.0,0.25,0.1,1000.0,30.0,3.5,18000.0,1000.0,13268.0,900.0,0.0,50.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:44.251,92859.0,0.25,0.1,1000.0,30.0,3.4,500.0,1000.0,0.0,2430.0,0.0,1150.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:48.279,160833.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,0.0,3000.0,0.0,900.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:52.301,138210.0,0.25,0.1,1000.0,30.0,1.4,8200.0,1000.0,32000.0,2890.0,0.0,350.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58:56.315,36143.0,0.25,0.1,1000.0,30.0,1.9,800.0,1000.0,0.0,1480.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:00.344,300000.0,0.25,0.1,1000.0,30.0,5.1,3300.0,1000.0,32000.0,2140.0,0.0,1250.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:04.376,179662.0,0.25,0.1,1000.0,30.0,3.8,10800.0,1000.0,7229.0,1670.0,0.0,200.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:08.399,172981.0,0.25,0.1,1000.0,30.0,1.4,13100.0,1000.0,18797.0,2070.0,0.0,1000.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:12.419,123810.0,0.25,0.1,1000.0,30.0,1.3,15900.0,1000.0,3457.0,1030.0,0.0,900.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:16.440,119085.0,0.25,0.1,1000.0,30.0,1.0,16800.0,1000.0,13799.0,0.0,0.0,1100.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:20.467,171205.0,0.25,0.1,1000.0,30.0,5.1,6800.0,1000.0,32000.0,0.0,0.0,350.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:24.490,159138.0,0.25,0.1,1000.0,30.0,4.3,15300.0,1000.0,561.0,3000.0,0.0,1600.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:28.012,166279.0,0.25,0.1,1000.0,30.0,2.9,18000.0,1000.0,0.0,2140.0,0.0,800.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:32.027,200.0,0.25,0.1,1000.0,30.0,2.3,12500.0,1000.0,18702.0,3000.0,0.0,2000.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:36.052,110072.0,0.25,0.1,1000.0,30.0,1.0,11800.0,1000.0,13380.0,1260.0,0.0,750.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:40.065,200.0,0.25,0.1,1000.0,30.0,0.0,18000.0,1000.0,6365.0,540.0,0.0,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:44.079,200.0,0.25,0.1,1000.0,30.0,0.0,10800.0,1000.0,5345.0,3000.0,0.0,1850.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:48.105,210016.0,0.25,0.1,1000.0,30.0,2.3,7300.0,1000.0,13812.0,3000.0,0.0,350.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:52.123,80078.0,0.25,0.1,1000.0,30.0,4.0,11400.0,1000.0,9504.0,0.0,0.0,2000.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59:56.153,182485.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,20473.0,470.0,0.0,1650.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00:00.172,45670.0,0.25,0.1,1000.0,30.0,1.8,15700.0,1000.0,5583.0,700.0,0.0,1050.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00:04.190,200.0,0.25,0.1,1000.0,30.0,0.0,1900.0,1000.0,27582.0,490.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00:08.204,200.0,0.25,0.1,1000.0,30.0,2.3,12200.0,1000.0,9107.0,2880.0,0.0,1300.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00:12.235,231159.0,0.25,0.1,1000.0,30.0,3.1,6300.0,1000.0,32000.0,3000.0,0.0,1750.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00:16.251,200.0,0.25,0.1,1000.0,30.0,5.1,3500.0,1000.0,0.0,1480.0,0.0,1550.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00:20.281,292518.0,0.25,0.1,1000.0,30.0,5.1,18000.0,1000.0,6158.0,1900.0,0.0,300.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00:24.299,69423.0,0.25,0.1,1000.0,30.0,0.0,16200.0,1000.0,0.0,750.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00:28.314,200.0,0.25,0.1,1000.0,30.0,4.6,18000.0,1000.0,4470.0,3000.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00:32.344,244899.0,0.25,0.1,1000.0,30.0,4.1,18000.0,1000.0,12342.0,2460.0,0.0,1050.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00:36.396,235788.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,32000.0,1540.0,0.0,1500.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00:40.427,148459.0,0.25,0.1,1000.0,30.0,5.0,7500.0,1000.0,18205.0,0.0,0.0,1150.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00:44.454,221754.0,0.25,0.1,1000.0,30.0,5.1,14100.0,1000.0,3758.0,2030.0,0.0,700.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
