time_stamp,RTL_ALT,MODE,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
13:30:49,10034.5,AUTO,-35.3632622,149.1652375,4.5,-1.0,1.0,0.5,0.0,1.5,-1000.0,1.0,0.5,0.0,-0.0012011324288323522,0.0009727725991979241,0.021052127704024315,0.0003623723750934005,0.00027834385400637984,0.0013989534345455468
13:30:51,18569.0,AUTO,-35.3632621,149.1652375,7.0,0.0,0.0,1.0,0.0,1.5,-1000.0,0.0,1.0,0.0,-0.0009170238918159157,0.001249230292160064,0.020764583721756935,0.00029399499180726707,0.0002723746292758733,0.0013409687671810389
13:30:52,122325.0,AUTO,-35.3632621,149.16523745,7.5,0.0,0.0,0.0,0.0,1.25,-1000.0,0.75,0.5,0.25,-0.0007195254001999274,0.0015367254381999373,0.020586002618074417,0.0002744196244748309,0.00036275752063374966,0.0013160780654288828
13:30:53,122325.0,AUTO,-35.3632621,149.16523745,116.5,0.0,0.5,-38.0,0.0,0.5,-1065.5,3.5,2.5,0.5,0.0015114540583454072,0.001028492086334154,0.020323860459029675,0.003177970356773585,0.002347955625737086,0.001307808153796941
13:30:55,84046.5,AUTO,-35.363261800000004,149.16523884999998,2416.0,5.0,27.5,-148.0,0.5,-5.0,-999.0,13.0,11.5,-23.0,0.047746600583195686,-0.005769260809756815,0.005416121333837509,0.012124738655984402,0.010720964521169662,-0.02283715410158038
13:30:57,45768.0,AUTO,-35.363261,149.16524425,5469.5,-4.0,-22.0,-150.0,-1.0,3.0,-1003.5,31.5,-4.5,-20.5,-0.06684515625238419,0.00300469234935008,-0.09211969748139381,0.031418577185831964,-0.005687659373506904,-0.020998184103518724
13:30:58,160464.0,AUTO,-35.3632617,149.16523945,7010.0,-12.0,-56.25,-150.75,-4.25,11.0,-1002.5,67.0,8.25,-1.75,-0.009366141370264813,0.00467207733890973,-0.10327392257750034,0.06659232079982758,0.00803414173424244,-0.001700847176834941
13:30:59,160464.0,AUTO,-35.363263149999995,149.16523445,8571.0,-17.5,-23.5,-152.5,-1.0,8.0,-1000.0,19.5,-43.5,45.0,0.0465859230607748,0.00028180237859487534,-0.09314261749386787,0.018685851246118546,-0.04415707034058869,0.04568688967265189
13:31:01,113993.5,AUTO,-35.363262199999994,149.16523510000002,11664.0,24.0,4.0,-152.0,-4.0,-3.5,-1003.0,0.5,36.5,-63.0,-0.01441214932128787,0.0037618856877088547,-0.09984908625483513,-0.000378437340259552,0.03619743604212999,-0.06341889873147011
13:31:03,67523.0,AUTO,-35.3632604,149.1652343,14787.5,-7.5,3.0,-153.0,0.5,0.5,-999.0,-0.5,-9.0,-0.5,0.012583458796143532,0.01474052108824253,-0.1562403291463852,-0.0008673588745296001,-0.010442736558616161,-0.0008479679236188531
13:31:04,33421.0,AUTO,-35.363261175,149.16523475,16348.75,-10.75,10.25,-153.0,2.25,0.0,-1000.0,-6.5,-6.5,-9.25,0.006064475805032998,0.004393647221149877,-0.16014963388442993,-0.007941509946249425,-0.007706583011895418,-0.009475569881033152
13:31:05,33421.0,AUTO,-35.363261800000004,149.16523565,17904.0,-7.0,8.5,-153.0,1.5,0.0,-1000.0,-2.0,-0.5,-21.5,1.9580533262342215e-05,-0.0005286229425109923,-0.17667753249406815,-0.0025115841417573392,-0.001170037779957056,-0.022280662320554256
