time_stamp,MODE_AUTO,MODE_RTL,MODE_STABILIZE,relative_alt,RTL_ALT,vx,vy,vz
13:30:36.526,0,0,1,0,1500.0,-1,1,0
13:30:36.727,0,0,1,0,1500.0,-1,1,0
13:30:36.928,0,0,1,0,1500.0,-1,1,0
13:30:37.129,0,0,1,0,1500.0,-1,0,0
13:30:37.330,0,0,1,0,1500.0,-1,0,0
13:30:37.532,0,0,1,0,1500.0,-1,0,0
13:30:37.733,0,0,1,0,1500.0,-1,0,0
13:30:37.935,0,0,1,0,1500.0,-1,0,0
13:30:38.136,0,0,1,0,1500.0,-1,0,0
13:30:38.337,0,0,1,0,1500.0,-1,0,0
13:30:38.538,0,0,1,0,1500.0,-1,0,0
13:30:38.739,0,0,1,0,1500.0,-1,0,0
13:30:38.940,0,0,1,0,1500.0,-1,0,0
13:30:39.142,0,0,1,0,1500.0,-1,0,0
13:30:39.343,0,0,1,0,1500.0,-1,0,0
13:30:39.544,0,0,1,0,1500.0,-1,0,0
13:30:39.745,0,0,1,0,1500.0,-1,0,0
13:30:39.947,0,0,1,0,1500.0,-1,0,0
13:30:40.148,0,0,1,0,1500.0,-1,1,0
13:30:40.349,0,0,1,0,1500.0,-1,1,0
13:30:40.550,0,0,1,0,1500.0,-1,2,0
13:30:40.751,0,0,1,0,1500.0,-1,2,0
13:30:40.952,0,0,1,0,1500.0,-1,2,0
13:30:41.153,0,0,1,0,1500.0,-1,2,0
13:30:41.354,0,0,1,0,1500.0,-1,2,0
13:30:41.556,0,0,1,0,1500.0,-1,2,0
13:30:41.757,0,0,1,0,1500.0,-1,2,0
13:30:41.958,0,0,1,0,1500.0,-1,1,0
13:30:42.159,0,0,1,0,1500.0,-1,1,0
13:30:42.361,0,0,1,0,1500.0,-1,1,0
13:30:42.562,0,0,1,0,1500.0,-1,1,0
13:30:42.763,0,0,1,0,1500.0,-1,1,0
13:30:42.964,0,0,1,0,1500.0,-1,1,0
13:30:43.166,0,0,1,0,1500.0,-1,1,0
13:30:43.367,0,0,1,0,1500.0,-1,1,0
13:30:43.571,0,0,1,0,1500.0,-1,1,0
13:30:43.773,0,0,1,0,1500.0,-1,1,0
13:30:43.974,0,0,1,0,1500.0,-1,1,0
13:30:44.176,0,0,1,0,1500.0,-1,2,2
13:30:44.377,0,0,1,0,1500.0,-1,2,2
13:30:44.578,0,0,1,0,1500.0,-1,2,2
13:30:44.779,0,0,1,0,1500.0,-1,2,2
13:30:44.980,0,0,1,0,1500.0,-1,2,2
13:30:45.182,0,0,1,0,1500.0,-1,2,2
13:30:45.383,0,0,1,0,1500.0,-1,2,2
13:30:45.584,0,0,1,0,1500.0,-1,2,2
13:30:45.785,0,0,1,0,1500.0,-1,1,1
13:30:45.986,0,0,1,0,1500.0,-1,1,1
