time_stamp,EK2_ALT_SOURCE,VFR_HUD_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT
14:09:05,0.0,624.6849975585938,0.0026666721096262336,0.0011869618901982903,-0.14600976556539536,0.000442417775047943,0.0011883910046890378,0.007965910714119673,AUTO,624685.0,-35.3632621,149.1652375,40732.5,0.0,0.0,-153.0,0.0,0.0,-999.5,1.0,1.5,7.5,1500.0
