time_stamp,EK2_ALT_SOURCE,VFR_HUD_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz,MODE,RTL_ALT
11:35:55,0.0,583.969970703125,-0.0009573414572514594,0.0009614931186661124,0.021186883375048638,0.0002745864796452224,0.00018392661586403848,0.0015322384424507618,0.0,1.4,-1000.0,0.2,0.0,0.4,583970.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,STABILIZE,1500.0
11:36:04,0.0,588.9612426757812,-0.026446566334925592,0.007817698235157877,-0.07929662894457579,-0.09491550363600254,0.003992438894783845,-0.056659437250345945,4.875,-12.75,-1002.375,-93.625,4.75,-56.25,588961.25,-35.363260000000004,149.16524938749998,4995.25,10.375,54.75,-145.75,AUTO,1500.0
11:36:07,0.0,594.6659912109375,0.035511743277311325,-0.021640156768262385,-0.07570628332905471,0.00610947092063725,-0.10475491136312484,0.13210707306861877,3.6,24.6,-1006.2,6.8,-103.4,131.4,594666.0,-35.363270140000004,149.16522098000002,10700.2,-72.0,-71.2,-149.0,AUTO,1500.0
11:36:08,0.0,597.1999918619791,0.0659518154958884,-0.11473202705383301,0.10115215927362442,0.021613333374261856,0.0375828572238485,0.036396482231793925,-11.666666666666666,-6.0,-991.6666666666666,22.0,37.666666666666664,36.0,597200.0,-35.3632719,149.16521483333335,13234.333333333334,72.66666666666667,16.0,-142.0,AUTO,1500.0
11:37:54,0.0,616.9199829101562,-0.03299772664904595,-0.007480695191770792,-0.7355078458786011,-1.0177360951900483,-0.006084841722622514,-8.043413981795311e-05,0.0,-63.6,-1007.0,-1026.0,-5.4,1.6,616920.0,-35.36325928000001,149.16524157999999,32952.0,-31.8,-34.8,96.4,RTL,1500.0
11:38:26,0.0,593.0919921875,0.00035083191469311716,-0.008094588667154312,-0.733901298046112,0.14023124873638154,0.002236274001188576,0.0011498372070491314,-3.8,32.6,-1006.4,147.4,2.8,2.8,593092.0,-35.363261,149.16523932,9126.0,-18.4,-19.0,36.2,RTL,1500.0
